filename	train_acc	val_acc	train_auc	val_auc	train_los	val_los	val_mmc	tn	fp	fn	tp	time	ep_stopped	index_fold	seed
results/Chatelier_gut_obesity_umap_p100l100.0i300pix_r0p1.0spbm0.0a1.0rainbow_nb10_aun_0.0_1.0_metric_wminkowski_mdis_0.1_mdis__p100/a1_nonecaffe_estopc5_fc_o3adam_lr-1.0de0.0e500_20240311_112717c1.0di-1ch3dfc0.0file_sum_ok.txt	0.832	0.536	0.783	0.659	30.448	243.659	0.371	-1.0	-1.0	-1.0	-1.0	114.515	314.0	0	1
results/Chatelier_gut_obesity_umap_p100l100.0i300pix_r0p1.0spbm0.0a1.0rainbow_nb10_aun_0.0_1.0_metric_wminkowski_mdis_0.1_mdis__p100/a1_nonecaffe_estopc5_fc_o3adam_lr-1.0de0.0e500_20240311_112717c1.0di-1ch3dfc0.0file_sum_ok.txt	0.972	0.571	0.93	0.685	4.226	140.492	0.11	-1.0	-1.0	-1.0	-1.0	218.711	263.0	0	2
results/Chatelier_gut_obesity_umap_p100l100.0i300pix_r0p1.0spbm0.0a1.0rainbow_nb10_aun_0.0_1.0_metric_wminkowski_mdis_0.1_mdis__p100/a1_nonecaffe_estopc5_fc_o3adam_lr-1.0de0.0e500_20240311_112717c1.0di-1ch3dfc0.0file_sum_ok.txt	0.624	0.643	0.828	0.726	84.622	132.265	0.328	-1.0	-1.0	-1.0	-1.0	309.986	43.0	0	3
results/Chatelier_gut_obesity_umap_p100l100.0i300pix_r0p1.0spbm0.0a1.0rainbow_nb10_aun_0.0_1.0_metric_wminkowski_mdis_0.1_mdis__p100/a1_nonecaffe_estopc5_fc_o3adam_lr-1.0de0.0e500_20240311_112717c1.0di-1ch3dfc0.0file_sum_ok.txt	0.692	0.321	0.684	0.508	105.367	340.633	-0.11	-1.0	-1.0	-1.0	-1.0	407.768	127.0	0	4
results/Chatelier_gut_obesity_umap_p100l100.0i300pix_r0p1.0spbm0.0a1.0rainbow_nb10_aun_0.0_1.0_metric_wminkowski_mdis_0.1_mdis__p100/a1_nonecaffe_estopc5_fc_o3adam_lr-1.0de0.0e500_20240311_112717c1.0di-1ch3dfc0.0file_sum_ok.txt	0.96	0.5	0.963	0.647	9.278	266.869	0.119	-1.0	-1.0	-1.0	-1.0	526.63	485.0	0	5
results/Chatelier_gut_obesity_umap_p100l100.0i300pix_r0p1.0spbm0.0a1.0rainbow_nb10_aun_0.0_1.0_metric_wminkowski_mdis_0.1_mdis__p100/a1_nonecaffe_estopc5_fc_o3adam_lr-1.0de0.0e500_20240311_112717c1.0di-1ch3dfc0.0file_sum_ok.txt	0.816	0.321	0.561	0.491	23.311	194.931	0.0	-1.0	-1.0	-1.0	-1.0	636.991	156.0	0	6
results/Chatelier_gut_obesity_umap_p100l100.0i300pix_r0p1.0spbm0.0a1.0rainbow_nb10_aun_0.0_1.0_metric_wminkowski_mdis_0.1_mdis__p100/a1_nonecaffe_estopc5_fc_o3adam_lr-1.0de0.0e500_20240311_112717c1.0di-1ch3dfc0.0file_sum_ok.txt	0.976	0.5	0.773	0.625	7.093	228.759	0.242	-1.0	-1.0	-1.0	-1.0	770.21	492.0	0	7
results/Chatelier_gut_obesity_umap_p100l100.0i300pix_r0p1.0spbm0.0a1.0rainbow_nb10_aun_0.0_1.0_metric_wminkowski_mdis_0.1_mdis__p100/a1_nonecaffe_estopc5_fc_o3adam_lr-1.0de0.0e500_20240311_112717c1.0di-1ch3dfc0.0file_sum_ok.txt	0.664	0.571	0.706	0.698	79.532	148.168	-0.134	-1.0	-1.0	-1.0	-1.0	862.986	41.0	0	8
results/Chatelier_gut_obesity_umap_p100l100.0i300pix_r0p1.0spbm0.0a1.0rainbow_nb10_aun_0.0_1.0_metric_wminkowski_mdis_0.1_mdis__p100/a1_nonecaffe_estopc5_fc_o3adam_lr-1.0de0.0e500_20240311_112717c1.0di-1ch3dfc0.0file_sum_ok.txt	0.562	0.296	0.58	0.472	150.091	206.741	0.0	-1.0	-1.0	-1.0	-1.0	959.383	103.0	0	9
results/Chatelier_gut_obesity_umap_p100l100.0i300pix_r0p1.0spbm0.0a1.0rainbow_nb10_aun_0.0_1.0_metric_wminkowski_mdis_0.1_mdis__p100/a1_nonecaffe_estopc5_fc_o3adam_lr-1.0de0.0e500_20240311_112717c1.0di-1ch3dfc0.0file_sum_ok.txt	0.705	0.593	0.708	0.694	46.021	203.867	0.0	-1.0	-1.0	-1.0	-1.0	1055.676	114.0	1	0
results/Chatelier_gut_obesity_umap_p10l100.0i300pix_r0p1.0spbm0.0a1.0rainbow_nb10_aun_0.0_1.0_metric_dice_mdis_0.1_mdis__p10/a1_nonecaffe_estopc5_fc_o3adam_lr-1.0de0.0e500_20240311_090327c1.0di-1ch3dfc0.0file_sum_ok.txt	0.672	0.429	0.668	0.583	37.909	109.503	0.154	-1.0	-1.0	-1.0	-1.0	71.36	500.0	0	1
results/Chatelier_gut_obesity_umap_p10l100.0i300pix_r0p1.0spbm0.0a1.0rainbow_nb10_aun_0.0_1.0_metric_dice_mdis_0.1_mdis__p10/a1_nonecaffe_estopc5_fc_o3adam_lr-1.0de0.0e500_20240311_090327c1.0di-1ch3dfc0.0file_sum_ok.txt	0.7	0.429	0.832	0.602	53.546	120.821	-0.051	-1.0	-1.0	-1.0	-1.0	137.045	500.0	0	2
results/Chatelier_gut_obesity_umap_p10l100.0i300pix_r0p1.0spbm0.0a1.0rainbow_nb10_aun_0.0_1.0_metric_dice_mdis_0.1_mdis__p10/a1_nonecaffe_estopc5_fc_o3adam_lr-1.0de0.0e500_20240311_090327c1.0di-1ch3dfc0.0file_sum_ok.txt	0.592	0.571	0.712	0.679	64.802	162.447	0.0	-1.0	-1.0	-1.0	-1.0	201.062	500.0	0	3
results/Chatelier_gut_obesity_umap_p10l100.0i300pix_r0p1.0spbm0.0a1.0rainbow_nb10_aun_0.0_1.0_metric_dice_mdis_0.1_mdis__p10/a1_nonecaffe_estopc5_fc_o3adam_lr-1.0de0.0e500_20240311_090327c1.0di-1ch3dfc0.0file_sum_ok.txt	0.536	0.571	0.694	0.679	121.958	243.39	0.0	-1.0	-1.0	-1.0	-1.0	233.677	68.0	0	4
results/Chatelier_gut_obesity_umap_p10l100.0i300pix_r0p1.0spbm0.0a1.0rainbow_nb10_aun_0.0_1.0_metric_dice_mdis_0.1_mdis__p10/a1_nonecaffe_estopc5_fc_o3adam_lr-1.0de0.0e500_20240311_090327c1.0di-1ch3dfc0.0file_sum_ok.txt	0.64	0.5	0.83	0.634	55.314	106.495	-0.02	-1.0	-1.0	-1.0	-1.0	298.868	500.0	0	5
results/Chatelier_gut_obesity_umap_p10l100.0i300pix_r0p1.0spbm0.0a1.0rainbow_nb10_aun_0.0_1.0_metric_dice_mdis_0.1_mdis__p10/a1_nonecaffe_estopc5_fc_o3adam_lr-1.0de0.0e500_20240311_090327c1.0di-1ch3dfc0.0file_sum_ok.txt	0.744	0.643	0.85	0.726	34.295	66.282	0.214	-1.0	-1.0	-1.0	-1.0	360.849	500.0	0	6
results/Chatelier_gut_obesity_umap_p10l100.0i300pix_r0p1.0spbm0.0a1.0rainbow_nb10_aun_0.0_1.0_metric_dice_mdis_0.1_mdis__p10/a1_nonecaffe_estopc5_fc_o3adam_lr-1.0de0.0e500_20240311_090327c1.0di-1ch3dfc0.0file_sum_ok.txt	0.552	0.571	0.752	0.721	112.802	109.053	-0.058	-1.0	-1.0	-1.0	-1.0	395.642	128.0	0	7
results/Chatelier_gut_obesity_umap_p10l100.0i300pix_r0p1.0spbm0.0a1.0rainbow_nb10_aun_0.0_1.0_metric_dice_mdis_0.1_mdis__p10/a1_nonecaffe_estopc5_fc_o3adam_lr-1.0de0.0e500_20240311_090327c1.0di-1ch3dfc0.0file_sum_ok.txt	0.552	0.321	0.49	0.491	234.243	351.113	0.0	-1.0	-1.0	-1.0	-1.0	428.17	72.0	0	8
results/Chatelier_gut_obesity_umap_p10l100.0i300pix_r0p1.0spbm0.0a1.0rainbow_nb10_aun_0.0_1.0_metric_dice_mdis_0.1_mdis__p10/a1_nonecaffe_estopc5_fc_o3adam_lr-1.0de0.0e500_20240311_090327c1.0di-1ch3dfc0.0file_sum_ok.txt	0.594	0.63	0.71	0.722	94.069	107.195	0.0	-1.0	-1.0	-1.0	-1.0	491.453	500.0	0	9
results/Chatelier_gut_obesity_umap_p10l100.0i300pix_r0p1.0spbm0.0a1.0rainbow_nb10_aun_0.0_1.0_metric_dice_mdis_0.1_mdis__p10/a1_nonecaffe_estopc5_fc_o3adam_lr-1.0de0.0e500_20240311_090327c1.0di-1ch3dfc0.0file_sum_ok.txt	0.522	0.593	0.692	0.694	134.653	147.466	0.0	-1.0	-1.0	-1.0	-1.0	528.808	85.0	1	0
results/Chatelier_gut_obesity_umap_p10l100.0i300pix_r0p1.0spbm0.0a1.0rainbow_nb10_aun_0.0_1.0_metric_wminkowski_mdis_0.1_mdis__p10/a1_nonecaffe_estopc5_fc_o3adam_lr-1.0de0.0e500_20240311_091226c1.0di-1ch3dfc0.0file_sum_ok.txt	0.808	0.536	0.857	0.716	24.149	71.806	0.299	-1.0	-1.0	-1.0	-1.0	46.08	124.0	0	1
results/Chatelier_gut_obesity_umap_p10l100.0i300pix_r0p1.0spbm0.0a1.0rainbow_nb10_aun_0.0_1.0_metric_wminkowski_mdis_0.1_mdis__p10/a1_nonecaffe_estopc5_fc_o3adam_lr-1.0de0.0e500_20240311_091226c1.0di-1ch3dfc0.0file_sum_ok.txt	0.796	0.286	0.897	0.456	56.41	268.265	-0.031	-1.0	-1.0	-1.0	-1.0	104.255	400.0	0	2
results/Chatelier_gut_obesity_umap_p10l100.0i300pix_r0p1.0spbm0.0a1.0rainbow_nb10_aun_0.0_1.0_metric_wminkowski_mdis_0.1_mdis__p10/a1_nonecaffe_estopc5_fc_o3adam_lr-1.0de0.0e500_20240311_091226c1.0di-1ch3dfc0.0file_sum_ok.txt	0.488	0.5	0.883	0.651	162.783	273.878	0.176	-1.0	-1.0	-1.0	-1.0	144.369	87.0	0	3
results/Chatelier_gut_obesity_umap_p10l100.0i300pix_r0p1.0spbm0.0a1.0rainbow_nb10_aun_0.0_1.0_metric_wminkowski_mdis_0.1_mdis__p10/a1_nonecaffe_estopc5_fc_o3adam_lr-1.0de0.0e500_20240311_091226c1.0di-1ch3dfc0.0file_sum_ok.txt	0.852	0.464	0.875	0.598	36.219	313.72	0.051	-1.0	-1.0	-1.0	-1.0	209.786	440.0	0	4
results/Chatelier_gut_obesity_umap_p10l100.0i300pix_r0p1.0spbm0.0a1.0rainbow_nb10_aun_0.0_1.0_metric_wminkowski_mdis_0.1_mdis__p10/a1_nonecaffe_estopc5_fc_o3adam_lr-1.0de0.0e500_20240311_091226c1.0di-1ch3dfc0.0file_sum_ok.txt	0.708	0.429	0.532	0.571	39.686	150.885	0.246	-1.0	-1.0	-1.0	-1.0	249.614	64.0	0	5
results/Chatelier_gut_obesity_umap_p10l100.0i300pix_r0p1.0spbm0.0a1.0rainbow_nb10_aun_0.0_1.0_metric_wminkowski_mdis_0.1_mdis__p10/a1_nonecaffe_estopc5_fc_o3adam_lr-1.0de0.0e500_20240311_091226c1.0di-1ch3dfc0.0file_sum_ok.txt	0.568	0.321	0.528	0.491	208.948	267.857	0.0	-1.0	-1.0	-1.0	-1.0	291.401	92.0	0	6
results/Chatelier_gut_obesity_umap_p10l100.0i300pix_r0p1.0spbm0.0a1.0rainbow_nb10_aun_0.0_1.0_metric_wminkowski_mdis_0.1_mdis__p10/a1_nonecaffe_estopc5_fc_o3adam_lr-1.0de0.0e500_20240311_091226c1.0di-1ch3dfc0.0file_sum_ok.txt	0.852	0.571	0.842	0.671	23.509	229.272	0.364	-1.0	-1.0	-1.0	-1.0	358.569	452.0	0	7
results/Chatelier_gut_obesity_umap_p10l100.0i300pix_r0p1.0spbm0.0a1.0rainbow_nb10_aun_0.0_1.0_metric_wminkowski_mdis_0.1_mdis__p10/a1_nonecaffe_estopc5_fc_o3adam_lr-1.0de0.0e500_20240311_091226c1.0di-1ch3dfc0.0file_sum_ok.txt	0.828	0.321	0.615	0.518	43.837	432.089	-0.005	-1.0	-1.0	-1.0	-1.0	426.767	479.0	0	8
results/Chatelier_gut_obesity_umap_p10l100.0i300pix_r0p1.0spbm0.0a1.0rainbow_nb10_aun_0.0_1.0_metric_wminkowski_mdis_0.1_mdis__p10/a1_nonecaffe_estopc5_fc_o3adam_lr-1.0de0.0e500_20240311_091226c1.0di-1ch3dfc0.0file_sum_ok.txt	0.908	0.333	0.949	0.5	33.871	170.618	-0.029	-1.0	-1.0	-1.0	-1.0	493.489	452.0	0	9
results/Chatelier_gut_obesity_umap_p10l100.0i300pix_r0p1.0spbm0.0a1.0rainbow_nb10_aun_0.0_1.0_metric_wminkowski_mdis_0.1_mdis__p10/a1_nonecaffe_estopc5_fc_o3adam_lr-1.0de0.0e500_20240311_091226c1.0di-1ch3dfc0.0file_sum_ok.txt	0.932	0.481	0.946	0.629	21.196	176.464	0.027	-1.0	-1.0	-1.0	-1.0	564.967	500.0	1	0
results/metahitIBD_umap_p100l100.0i300pix_r0p1.0spbm0.0a1.0rainbow_nb10_aun_0.0_1.0_metric_dice_mdis_0.1_mdis__p100/a1_nonecaffe_estopc5_fc_o2adam_lr-1.0de0.0e500_20240311_122041c1.0di-1ch3dfc0.0file_sum_ok.txt	0.778	0.68	0.806	0.657	226.074	124.636	0.306	-1.0	-1.0	-1.0	-1.0	127.752	500.0	0	1
results/metahitIBD_umap_p100l100.0i300pix_r0p1.0spbm0.0a1.0rainbow_nb10_aun_0.0_1.0_metric_dice_mdis_0.1_mdis__p100/a1_nonecaffe_estopc5_fc_o2adam_lr-1.0de0.0e500_20240311_122041c1.0di-1ch3dfc0.0file_sum_ok.txt	0.586	0.36	0.351	0.5	1446.269	2638.214	0.0	-1.0	-1.0	-1.0	-1.0	215.469	24.0	0	2
results/metahitIBD_umap_p100l100.0i300pix_r0p1.0spbm0.0a1.0rainbow_nb10_aun_0.0_1.0_metric_dice_mdis_0.1_mdis__p100/a1_nonecaffe_estopc5_fc_o2adam_lr-1.0de0.0e500_20240311_122041c1.0di-1ch3dfc0.0file_sum_ok.txt	0.686	0.469	0.439	0.564	642.231	1062.908	0.206	-1.0	-1.0	-1.0	-1.0	306.102	132.0	0	3
results/metahitIBD_umap_p100l100.0i300pix_r0p1.0spbm0.0a1.0rainbow_nb10_aun_0.0_1.0_metric_dice_mdis_0.1_mdis__p100/a1_nonecaffe_estopc5_fc_o2adam_lr-1.0de0.0e500_20240311_122041c1.0di-1ch3dfc0.0file_sum_ok.txt	0.632	0.347	0.352	0.5	1087.011	1554.112	0.0	-1.0	-1.0	-1.0	-1.0	393.548	6.0	0	4
results/metahitIBD_umap_p100l100.0i300pix_r0p1.0spbm0.0a1.0rainbow_nb10_aun_0.0_1.0_metric_dice_mdis_0.1_mdis__p100/a1_nonecaffe_estopc5_fc_o2adam_lr-1.0de0.0e500_20240311_122041c1.0di-1ch3dfc0.0file_sum_ok.txt	0.783	0.735	0.827	0.672	138.119	146.863	0.376	-1.0	-1.0	-1.0	-1.0	518.953	500.0	0	5
results/metahitIBD_umap_p100l100.0i300pix_r0p1.0spbm0.0a1.0rainbow_nb10_aun_0.0_1.0_metric_dice_mdis_0.1_mdis__p100/a1_nonecaffe_estopc5_fc_o2adam_lr-1.0de0.0e500_20240311_122041c1.0di-1ch3dfc0.0file_sum_ok.txt	0.573	0.347	0.352	0.5	1439.715	2439.724	0.0	-1.0	-1.0	-1.0	-1.0	596.865	6.0	0	6
results/metahitIBD_umap_p100l100.0i300pix_r0p1.0spbm0.0a1.0rainbow_nb10_aun_0.0_1.0_metric_dice_mdis_0.1_mdis__p100/a1_nonecaffe_estopc5_fc_o2adam_lr-1.0de0.0e500_20240311_122041c1.0di-1ch3dfc0.0file_sum_ok.txt	0.564	0.347	0.352	0.5	1645.288	2566.03	0.0	-1.0	-1.0	-1.0	-1.0	684.323	6.0	0	7
results/metahitIBD_umap_p100l100.0i300pix_r0p1.0spbm0.0a1.0rainbow_nb10_aun_0.0_1.0_metric_dice_mdis_0.1_mdis__p100/a1_nonecaffe_estopc5_fc_o2adam_lr-1.0de0.0e500_20240311_122041c1.0di-1ch3dfc0.0file_sum_ok.txt	0.756	0.776	0.808	0.704	153.555	86.277	0.482	-1.0	-1.0	-1.0	-1.0	808.345	500.0	0	8
results/metahitIBD_umap_p100l100.0i300pix_r0p1.0spbm0.0a1.0rainbow_nb10_aun_0.0_1.0_metric_dice_mdis_0.1_mdis__p100/a1_nonecaffe_estopc5_fc_o2adam_lr-1.0de0.0e500_20240311_122041c1.0di-1ch3dfc0.0file_sum_ok.txt	0.578	0.347	0.352	0.5	1344.337	2035.134	0.0	-1.0	-1.0	-1.0	-1.0	886.248	6.0	0	9
results/metahitIBD_umap_p100l100.0i300pix_r0p1.0spbm0.0a1.0rainbow_nb10_aun_0.0_1.0_metric_dice_mdis_0.1_mdis__p100/a1_nonecaffe_estopc5_fc_o2adam_lr-1.0de0.0e500_20240311_122041c1.0di-1ch3dfc0.0file_sum_ok.txt	0.743	0.694	0.744	0.625	217.055	156.438	0.335	-1.0	-1.0	-1.0	-1.0	1005.034	350.0	1	0
results/metahitIBD_umap_p100l100.0i300pix_r0p1.0spbm0.0a1.0rainbow_nb10_aun_0.0_1.0_metric_wminkowski_mdis_0.1_mdis__p100/a1_nonecaffe_estopc5_fc_o2adam_lr-1.0de0.0e500_20240311_123733c1.0di-1ch3dfc0.0file_sum_ok.txt	0.814	0.72	0.792	0.639	185.458	285.444	0.393	-1.0	-1.0	-1.0	-1.0	138.217	174.0	0	1
results/metahitIBD_umap_p100l100.0i300pix_r0p1.0spbm0.0a1.0rainbow_nb10_aun_0.0_1.0_metric_wminkowski_mdis_0.1_mdis__p100/a1_nonecaffe_estopc5_fc_o2adam_lr-1.0de0.0e500_20240311_123733c1.0di-1ch3dfc0.0file_sum_ok.txt	0.762	0.72	0.739	0.611	185.582	284.855	0.393	-1.0	-1.0	-1.0	-1.0	267.512	143.0	0	2
results/metahitIBD_umap_p100l100.0i300pix_r0p1.0spbm0.0a1.0rainbow_nb10_aun_0.0_1.0_metric_wminkowski_mdis_0.1_mdis__p100/a1_nonecaffe_estopc5_fc_o2adam_lr-1.0de0.0e500_20240311_123733c1.0di-1ch3dfc0.0file_sum_ok.txt	0.898	0.633	0.723	0.711	158.458	734.599	0.416	-1.0	-1.0	-1.0	-1.0	431.142	500.0	0	3
results/metahitIBD_umap_p100l100.0i300pix_r0p1.0spbm0.0a1.0rainbow_nb10_aun_0.0_1.0_metric_wminkowski_mdis_0.1_mdis__p100/a1_nonecaffe_estopc5_fc_o2adam_lr-1.0de0.0e500_20240311_123733c1.0di-1ch3dfc0.0file_sum_ok.txt	0.555	0.347	0.352	0.5	1342.892	2344.172	0.0	-1.0	-1.0	-1.0	-1.0	547.759	6.0	0	4
results/metahitIBD_umap_p100l100.0i300pix_r0p1.0spbm0.0a1.0rainbow_nb10_aun_0.0_1.0_metric_wminkowski_mdis_0.1_mdis__p100/a1_nonecaffe_estopc5_fc_o2adam_lr-1.0de0.0e500_20240311_123733c1.0di-1ch3dfc0.0file_sum_ok.txt	0.576	0.347	0.352	0.5	1396.45	2315.773	0.0	-1.0	-1.0	-1.0	-1.0	670.972	17.0	0	5
results/metahitIBD_umap_p100l100.0i300pix_r0p1.0spbm0.0a1.0rainbow_nb10_aun_0.0_1.0_metric_wminkowski_mdis_0.1_mdis__p100/a1_nonecaffe_estopc5_fc_o2adam_lr-1.0de0.0e500_20240311_123733c1.0di-1ch3dfc0.0file_sum_ok.txt	0.573	0.347	0.352	0.5	1539.249	2287.274	0.0	-1.0	-1.0	-1.0	-1.0	793.594	7.0	0	6
results/metahitIBD_umap_p100l100.0i300pix_r0p1.0spbm0.0a1.0rainbow_nb10_aun_0.0_1.0_metric_wminkowski_mdis_0.1_mdis__p100/a1_nonecaffe_estopc5_fc_o2adam_lr-1.0de0.0e500_20240311_123733c1.0di-1ch3dfc0.0file_sum_ok.txt	0.679	0.347	0.352	0.5	687.184	1270.481	0.0	-1.0	-1.0	-1.0	-1.0	904.618	41.0	0	7
results/metahitIBD_umap_p100l100.0i300pix_r0p1.0spbm0.0a1.0rainbow_nb10_aun_0.0_1.0_metric_wminkowski_mdis_0.1_mdis__p100/a1_nonecaffe_estopc5_fc_o2adam_lr-1.0de0.0e500_20240311_123733c1.0di-1ch3dfc0.0file_sum_ok.txt	0.63	0.347	0.352	0.5	1911.838	3442.386	0.0	-1.0	-1.0	-1.0	-1.0	1053.248	323.0	0	8
results/metahitIBD_umap_p100l100.0i300pix_r0p1.0spbm0.0a1.0rainbow_nb10_aun_0.0_1.0_metric_wminkowski_mdis_0.1_mdis__p100/a1_nonecaffe_estopc5_fc_o2adam_lr-1.0de0.0e500_20240311_123733c1.0di-1ch3dfc0.0file_sum_ok.txt	0.578	0.347	0.352	0.5	1348.24	2326.75	0.0	-1.0	-1.0	-1.0	-1.0	1173.026	6.0	0	9
results/metahitIBD_umap_p100l100.0i300pix_r0p1.0spbm0.0a1.0rainbow_nb10_aun_0.0_1.0_metric_wminkowski_mdis_0.1_mdis__p100/a1_nonecaffe_estopc5_fc_o2adam_lr-1.0de0.0e500_20240311_123733c1.0di-1ch3dfc0.0file_sum_ok.txt	0.736	0.694	0.711	0.597	195.307	226.555	0.335	-1.0	-1.0	-1.0	-1.0	1299.09	80.0	1	0
results/metahitIBD_umap_p10l100.0i300pix_r0p1.0spbm0.0a1.0rainbow_nb10_aun_0.0_1.0_metric_dice_mdis_0.1_mdis__p10/a1_nonecaffe_estopc5_fc_o2adam_lr-1.0de0.0e500_20240311_083034c1.0di-1ch3dfc0.0file_sum_ok.txt	0.64	0.36	0.351	0.5	738.361	584.667	0.0	-1.0	-1.0	-1.0	-1.0	46.709	6.0	0	1
results/metahitIBD_umap_p10l100.0i300pix_r0p1.0spbm0.0a1.0rainbow_nb10_aun_0.0_1.0_metric_dice_mdis_0.1_mdis__p10/a1_nonecaffe_estopc5_fc_o2adam_lr-1.0de0.0e500_20240311_083034c1.0di-1ch3dfc0.0file_sum_ok.txt	0.71	0.68	0.709	0.583	270.5	224.353	0.272	-1.0	-1.0	-1.0	-1.0	117.608	254.0	0	2
results/metahitIBD_umap_p10l100.0i300pix_r0p1.0spbm0.0a1.0rainbow_nb10_aun_0.0_1.0_metric_dice_mdis_0.1_mdis__p10/a1_nonecaffe_estopc5_fc_o2adam_lr-1.0de0.0e500_20240311_083034c1.0di-1ch3dfc0.0file_sum_ok.txt	0.779	0.735	0.813	0.645	279.269	317.136	0.374	-1.0	-1.0	-1.0	-1.0	207.643	409.0	0	3
results/metahitIBD_umap_p10l100.0i300pix_r0p1.0spbm0.0a1.0rainbow_nb10_aun_0.0_1.0_metric_dice_mdis_0.1_mdis__p10/a1_nonecaffe_estopc5_fc_o2adam_lr-1.0de0.0e500_20240311_083034c1.0di-1ch3dfc0.0file_sum_ok.txt	0.65	0.653	0.684	0.515	364.917	457.52	0.0	-1.0	-1.0	-1.0	-1.0	276.321	237.0	0	4
