filename	time	train_acc	val_acc	sd_acc10	val_auc	sd_auc10	val_tn	val_fn	val_fp	val_tp	val_precision	sd_precision10	val_recall	sd_recall10	val_f1	sd_f1_10	val_mmc	sd_mcc_10	epst	train_acc_a	sd_acc	val_acc_a	sd_acc	train_auc_a	sd_auc	val_auc_a	sd_auc	va_mmc_a	sd_mmc
results/Quin_gut_liver_cirrhosis_umap_p10l100.0i300pix_r0p1.0spbm0.0a1.0rainbow_nb10_aun_0.0_1.0_metric_dice_mdis_0.1_mdis__p10/a1_nonecaffe_estopc5_fc_o2adam_lr-1.0de0.0e500_20240311_075758c1.0di-1ch3dfc0.0file_sum_ok.txt	429.0	0.569	0.612	0.0	0.613	0.0	-1.0	-1.0	-1.0	-1.0	0.685	0.0	0.605	0.0	0.526	0.0	0.309	0.0	251.2	0.5694677054882049	0.023852027258492527	0.611956524848938	0.05843228074298849	0.6296485240111236	0.047856380595103595	0.6134469696969698	0.05559575135629095	0.3094093904191906	0.16573633533249246
results/Quin_gut_liver_cirrhosis_umap_p10l100.0i300pix_r0p1.0spbm0.0a1.0rainbow_nb10_aun_0.0_1.0_metric_wminkowski_mdis_0.1_mdis__p10/a1_nonecaffe_estopc5_fc_o2adam_lr-1.0de0.0e500_20240311_080516c1.0di-1ch3dfc0.0file_sum_ok.txt	371.4	0.661	0.586	0.0	0.584	0.0	-1.0	-1.0	-1.0	-1.0	0.726	0.0	0.578	0.0	0.485	0.0	0.273	0.0	104.1	0.6614924430847168	0.11963986451880275	0.5856883943080902	0.047862100540291004	0.5926517614225627	0.07412670298678377	0.5844696969696971	0.0521586920387029	0.2731369906914519	0.11851510504891108
results/t2d_umap_p100l100.0i300pix_r0p1.0spbm0.0a1.0rainbow_nb10_aun_0.0_1.0_metric_dice_mdis_0.1_mdis__p100/a1_nonecaffe_estopc5_fc_o2adam_lr-1.0de0.0e500_20240311_114459c1.0di-1ch3dfc0.0file_sum_ok.txt	901.5	0.346	0.468	0.0	0.5	0.0	-1.0	-1.0	-1.0	-1.0	0.234	0.0	0.5	0.0	0.319	0.0	0.0	0.0	257.5	0.34586593210697175	0.042427165668718035	0.4683933824300766	0.005848629157655696	0.4683204817920864	0.0006577119391082802	0.5	0.0	0.0	0.0
results/t2d_umap_p100l100.0i300pix_r0p1.0spbm0.0a1.0rainbow_nb10_aun_0.0_1.0_metric_wminkowski_mdis_0.1_mdis__p100/a1_nonecaffe_estopc5_fc_o2adam_lr-1.0de0.0e500_20240311_120007c1.0di-1ch3dfc0.0file_sum_ok.txt	1227.7	0.424	0.468	0.0	0.501	0.0	-1.0	-1.0	-1.0	-1.0	0.234	0.0	0.5	0.0	0.319	0.0	0.0	0.0	153.0	0.4239564001560211	0.04474023710832297	0.4683933824300766	0.005848629157655696	0.48199684136563314	0.012620075788877654	0.50125	0.0037499999999999873	0.0	0.0
results/t2d_umap_p10l100.0i300pix_r0p1.0spbm0.0a1.0rainbow_nb10_aun_0.0_1.0_metric_dice_mdis_0.1_mdis__p10/a1_nonecaffe_estopc5_fc_o2adam_lr-1.0de0.0e500_20240311_081255c1.0di-1ch3dfc0.0file_sum_ok.txt	522.9	0.344	0.468	0.0	0.5	0.0	-1.0	-1.0	-1.0	-1.0	0.234	0.0	0.5	0.0	0.319	0.0	0.0	0.0	194.9	0.34376184046268465	0.04057519024782407	0.4683933824300766	0.005848629157655696	0.4683204817920864	0.0006577119391082802	0.5	0.0	0.0	0.0
results/t2d_umap_p10l100.0i300pix_r0p1.0spbm0.0a1.0rainbow_nb10_aun_0.0_1.0_metric_wminkowski_mdis_0.1_mdis__p10/a1_nonecaffe_estopc5_fc_o2adam_lr-1.0de0.0e500_20240311_082144c1.0di-1ch3dfc0.0file_sum_ok.txt	523.5	0.442	0.477	0.0	0.508	0.0	-1.0	-1.0	-1.0	-1.0	0.336	0.0	0.508	0.0	0.335	0.0	0.039	0.0	181.3	0.44165963530540464	0.0663266303161407	0.47672671973705294	0.020356291303288268	0.4817705387849564	0.012028282321842247	0.5078947368421052	0.016850326940612753	0.03893029121383519	0.07939761519206001
results/WT2D_umap_p100l100.0i300pix_r0p1.0spbm0.0a1.0rainbow_nb10_aun_0.0_1.0_metric_dice_mdis_0.1_mdis__p100/a1_nonecaffe_estopc5_fc_o3adam_lr-1.0de0.0e500_20240311_125918c1.0di-1ch3dfc0.0file_sum_ok.txt	786.2	0.247	0.387	0.0	0.537	0.0	-1.0	-1.0	-1.0	-1.0	0.177	0.0	0.358	0.0	0.218	0.0	0.038	0.0	237.7	0.24746330231428146	0.07085136606840578	0.38666667640209196	0.06621616930516508	0.5438119345881625	0.052215127553627595	0.5371938775510204	0.04194637822741473	0.03843075691322091	0.11529227073966274
results/WT2D_umap_p100l100.0i300pix_r0p1.0spbm0.0a1.0rainbow_nb10_aun_0.0_1.0_metric_wminkowski_mdis_0.1_mdis__p100/a1_nonecaffe_estopc5_fc_o3adam_lr-1.0de0.0e500_20240311_131231c1.0di-1ch3dfc0.0file_sum_ok.txt	973.7	0.647	0.392	0.0	0.549	0.0	-1.0	-1.0	-1.0	-1.0	0.26	0.0	0.381	0.0	0.257	0.0	0.111	0.0	175.4	0.6470581382513046	0.2241978485531733	0.3919047713279724	0.07865219833767616	0.7110782688420041	0.1286735890862313	0.5485663265306122	0.06704025654689744	0.11149952873485262	0.14783576938734327
results/WT2D_umap_p10l100.0i300pix_r0p1.0spbm0.0a1.0rainbow_nb10_aun_0.0_1.0_metric_dice_mdis_0.1_mdis__p10/a1_nonecaffe_estopc5_fc_o3adam_lr-1.0de0.0e500_20240311_092229c1.0di-1ch3dfc0.0file_sum_ok.txt	330.3	0.349	0.343	0.0	0.515	0.0	-1.0	-1.0	-1.0	-1.0	0.135	0.0	0.321	0.0	0.185	0.0	-0.017	0.0	215.0	0.34861421436071394	0.13836376121613317	0.34333334043622016	0.09824883985025805	0.5669998413907412	0.07875683449575188	0.5149688208616781	0.07724391740332054	-0.016811876189212628	0.149113323746513
results/WT2D_umap_p10l100.0i300pix_r0p1.0spbm0.0a1.0rainbow_nb10_aun_0.0_1.0_metric_wminkowski_mdis_0.1_mdis__p10/a1_nonecaffe_estopc5_fc_o3adam_lr-1.0de0.0e500_20240311_092808c1.0di-1ch3dfc0.0file_sum_ok.txt	317.4	0.594	0.425	0.0	0.573	0.0	-1.0	-1.0	-1.0	-1.0	0.245	0.0	0.403	0.0	0.282	0.0	0.107	0.0	165.5	0.59356429874897	0.2435344035625837	0.4252381056547165	0.09805478145497552	0.652985374588521	0.18813573267141703	0.5728543083900227	0.07811396223208404	0.10673708672644525	0.176630129360045
results/Zeller_fecal_colorectal_cancer_umap_p100l100.0i300pix_r0p1.0spbm0.0a1.0rainbow_nb10_aun_0.0_1.0_metric_dice_mdis_0.1_mdis__p100/a1_nonecaffe_estopc5_fc_o4adam_lr-1.0de0.0e500_20240311_132851c1.0di-1ch3dfc0.0file_sum_ok.txt	829.0	0.501	0.364	0.0	0.578	0.0	-1.0	-1.0	-1.0	-1.0	0.181	0.0	0.296	0.0	0.194	0.0	0.113	0.0	447.8	0.5014256238937378	0.12202150359268792	0.3642857261002064	0.14096486120711008	0.6722303861302734	0.12552198361937605	0.5784320532946906	0.09187774741080303	0.1133891619747954	0.17887590306437368
results/Zeller_fecal_colorectal_cancer_umap_p100l100.0i300pix_r0p1.0spbm0.0a1.0rainbow_nb10_aun_0.0_1.0_metric_wminkowski_mdis_0.1_mdis__p100/a1_nonecaffe_estopc5_fc_o4adam_lr-1.0de0.0e500_20240311_134248c1.0di-1ch3dfc0.0file_sum_ok.txt	1092.1	0.919	0.435	0.0	0.658	0.0	-1.0	-1.0	-1.0	-1.0	0.363	0.0	0.367	0.0	0.326	0.0	0.235	0.0	299.9	0.9194146037101746	0.11169557562282811	0.43461539298295976	0.16968061598769063	0.9560863013588173	0.0799617410735051	0.6578548283218613	0.10252137281665318	0.23457431393475411	0.22406209243721084
results/Zeller_fecal_colorectal_cancer_umap_p10l100.0i300pix_r0p1.0spbm0.0a1.0rainbow_nb10_aun_0.0_1.0_metric_dice_mdis_0.1_mdis__p10/a1_nonecaffe_estopc5_fc_o4adam_lr-1.0de0.0e500_20240311_093333c1.0di-1ch3dfc0.0file_sum_ok.txt	396.5	0.524	0.358	0.0	0.575	0.0	-1.0	-1.0	-1.0	-1.0	0.196	0.0	0.321	0.0	0.215	0.0	0.123	0.0	365.4	0.5239738315343857	0.1262450810265299	0.357692314684391	0.061941867859610526	0.6750828772005051	0.11832844977531441	0.5745396087429053	0.042648035897235814	0.12296167949982592	0.11596213000166473
results/Zeller_fecal_colorectal_cancer_umap_p10l100.0i300pix_r0p1.0spbm0.0a1.0rainbow_nb10_aun_0.0_1.0_metric_wminkowski_mdis_0.1_mdis__p10/a1_nonecaffe_estopc5_fc_o4adam_lr-1.0de0.0e500_20240311_094017c1.0di-1ch3dfc0.0file_sum_ok.txt	386.9	0.916	0.44	0.0	0.641	0.0	-1.0	-1.0	-1.0	-1.0	0.266	0.0	0.341	0.0	0.272	0.0	0.219	0.0	237.5	0.9163705229759216	0.11415368419570689	0.4395604535937309	0.1190419897714273	0.9159555860223827	0.1144561147361671	0.6413255242925573	0.10212048426191345	0.21855317591711657	0.14962414376245442
